title,attributes
Crimes of the Future,"cannes film festival (1), blank (27), limited (5), buenos aires (1), jerusalem film festival (1), internet (5), new zealand international film festival (1), dvd premiere (3), melbourne international film festival (1), hong kong international film festival (1), barcelona - phenomena (2), subtitled version (2), technical premiere (1), donostia-san sebastián international film festival (1), alicante (1), premiere (1), early release (1), zurich film festival (1), helsinki international film festival (1), busan international film festival (1), film festival cologne (1), vienna international film festival (1), bergen international film festival (1), lisbon & sintra film festival (1), ljubljana international film festival (1), córdoba (1), screenwave international film festival (1), porto (1), batalha centro de cinema (1), tv premiere (1)"
Jurassic World Dominion,"mexico city (1), premiere (2), blank (58), hollywood, california (1), vod (1), dvd,4k uhd,blu-ray (1), dvd premiere (1), internet (1), 4k version (1), shanghai international film festival (1), tv release (1), tv premiere (1)"
Vikram,"internet (4), blank (9), limited (1), busan international film festival (1), taipei golden horse film festival (1), red lotus asian film festival vienna (1)"
Watcher,"sundance film festival (1), south by southwest film festival (1), sun valley film festival (1), cleveland international film festival (1), seattle international film festival (1), milwaukee film festival (1), minneapolis-st. paul international film festival (1), pff springfest (1), internet (5), blank (6), sundance film festival london (1), munich international film festival (1), melbourne international film festival (1), dvd premiere (4), blu-ray release (1), deauville american film festival (1), blu ray release (1), imagine film festival (1), belfast film festival (1), gérardmer international fantastic film festival (1), tv release (1)"
Lightyear,"blank (66), internet (2), dvd premiere (1)"
The Black Phone,"fantastic fest (1), beyond fest (1), madrid - muestra syfy de cine fantástico (1), subtitled version (1), event premiere (1), festival internacional de cine de guadalajara (1), limited (1), tribeca film festival (1), blank (53), spain (1), technical premiere (1), internet (1), tv release (1)"
Elvis,"cannes film festival (1), premiere (1), blank (61), dvd premiere (1), limited (1), dolby cinema (1), shanghai international film festival (1), internet (2), tv premiere (1)"
Minions: The Rise of Gru,"annecy international animated film festival (1), premiere (1), blank (89), internet (12), munich international film festival (1), 3-d version (1)"
Thor: Love and Thunder,"los angeles, california (1), premiere (1), blank (90), 3-d version (1), internet (1)"
The Gray Man,"blank (3), limited (7), los angeles (1), premiere (1), cinema paradiso festival (1), internet (29)"
Where the Crawdads Sing,"new york city, new york (1), premiere (1), blank (47), dvd premiere (1), locarno film festival (1), french speaking region (1)"
Nope,"hollywood, california (1), premiere (2), blank (59), london (1), spain (1), technical premiere (1), internet (2), imax (1), toronto international film festival (1), moma - the contenders (1), 4k version (1), dolby cinema (1), beijing international film festival (1), imax version (1), shanghai international film festival (1), tv release (1)"
DC League of Super-Pets,"blank (51), internet (1), melbourne international film festival (1), dvd premiere (1), tv premiere (1), re-release (1)"
Orphan: First Kill,"blank (34), limited (13), internet (2), digital (1), unknown (1), blu-ray and dvd (1), night visions international film festival (1), dvd premiere (1)"
Bullet Train,"paris (1), premiere (6), berlin (1), london (1), los angeles (1), madrid (1), subtitled version (1), early access (1), blank (53), locarno film festival (1), toledo (1), palazzo reale (1), milan (1), internet (1), dolby cinema (1), shanghai international film festival (1)"
Bodies Bodies Bodies,"south by southwest film festival (1), sundance london film festival (1), fantasia festival (1), blank (18), limited (2), melbourne international film festival (1), blu-ray release (1), motelx - lisbon international horror film festival (1), internet (9), dvd premiere (1), ostend film festival (1), americana film fest (1), bfi flare london lgbtqia+ film festival (1)"
Fall,"blank (32), dvd premiere (1), motelx - lisbon international horror film festival (1), internet (5), limited (1), dvd and blu-ray premiere (1), tv release (1)"
Emily the Criminal,"sundance film festival (1), calgary underground film festival (1), san francisco international film festival (1), sydney film festival (1), jerusalem film festival (1), melbourne international film festival (1), blank (2), limited (2), blu-ray release (1), dvd premiere (3), deauville film festival (1), bfi london film festival (1), thessaloniki international film festival (1), internet (9), americana film fest (1), tv release (1)"
Three Thousand Years of Longing,"cannes film festival (1), premiere (1), closing film (1), brussels international film festival (1), jerusalem film festival (1), melbourne international film festival (1), monterrey international film festival (1), blank (39), internet (4), taoyuan film festival (1), bergen international film festival (1), imagine film festival (1), leiden international film festival (1), dvd premiere (2), tv release (1), tv premiere (1)"
Pearl,"venice film festival (1), toronto international film festival (1), internet (4), blank (9), blu-ray release (3), dvd premiere (3), sitges film festival (1), tromsø international film festival (1), luxembourg city film festival (1), noam faenza film festival (1), frightfest glasgow (1), kosmorama trondheim international film festival (1), limited (1), night visions international film festival (1), lyon festival hallucinations collectives (1), premiere (1), golden horse fantastic film festival (1), fantasy filmfest (1), 4k version (1), beijing international film festival (1), indielisboa (1), jeonju international film festival (1), blu-ray premiere (1), neuchâtel international fantastic film festival (1), fantasmagoría - festival de cine fantástico y de terror de medellín (1), tv release (1)"
The Woman King,"toronto international film festival (1), premiere (1), blank (71), german speaking region (1), zurich film festival (1), taipei golden horse film festival (1), stockholm international film festival (1), tallinn black nights film festival (1), internet (2), blu-ray and dvd (1), dvd and blu-ray premiere (1), limited (1)"
Don't Worry Darling,"venice film festival (1), deauville american film festival (1), helsinki international film festival (1), imax (1), limited (1), blank (42), internet (2), tokyo international film festival (1), palm springs international film festival (1)"
Smile,"fantastic fest (1), madrid (1), premiere (1), early access (1), blank (41), vod (1), internet (2), dvd,4k uhd,blu-ray (1)"
Amsterdam,"new york city, new york (1), premiere (1), imax (1), limited (1), blank (40), rome film festival (1), tokyo international film festival (1), internet (2), tv premiere (1)"
Bros,"toronto international film festival (1), humen film festival (1), zurich film festival (1), blank (29), hamburg film festival (1), love & pride film festival (1), athens international film and video festival (1), bfi london film festival (1), digital (1), adelaide film festival (1), rome film festival (1), bergen international film festival (1), blu-ray and dvd (1), internet (2), merlinka international queer film festival (1), tv release (1)"
Kantara,"blank (9), limited (2), hindi dubbed version (1), tamil dubbed version (1), telugu dubbed version (1), unknown (1), internet (4), tv release (1)"
Ponniyin Selvan: Part I,"blank (13), limited (1), internet (1), shanghai international film festival (1)"
Terrifier 2,"frightfest (1), fantastic fest (1), tohorror fantastic film fest (1), internet (4), blank (26), dvd premiere (1), limited (1), splatterday night fever (1), re-release (2)"
Halloween Ends,"sitges film festival (1), beyond fest (1), blank (59), unknown (1), internet (2), imax (1), vod (1), dvd,4k uhd,blu-ray (1), dvd premiere (1), tv release (1), tv premiere (1)"
Black Adam,blank (45)
The Banshees of Inisherin,"venice film festival (1), toronto international film festival (1), zurich film festival (1), fantastic fest (1), helsinki international film festival (1), vancouver international film festival (1), aspen film festival (1), reykjavik international film festival (1), woodstock film festival (1), athens international film and video festival (1), hamburg film festival (1), busan international film festival (1), hamptons international film festival (1), rio de janeiro international film festival (1), bfi london film festival (1), heartland international film festival (1), middleburg film festival (1), newport beach international film festival (1), film festival ghent (1), bergen international film festival (1), philadelphia international film festival (1), internet (4), blank (39), limited (4), adelaide film festival (1), la roche-sur-yon international film festival (1), san diego international film festival (1), film festival cologne (1), vienna international film festival (1), tokyo international film festival (1), valladolid international film festival (1), leiden international film festival (1), mar del plata film festival (1), arras film festival (1), taipei golden horse film festival (1), madrid - academia de cine (1), premiere (1), noordelijk film festival (1), ljubljana international film festival (1), stockholm international film festival (1), moma - the contenders (1), festival of auteur film (1), kinomania (1), red sea international film festival (1), les arcs film festival (1), palm springs international film festival (1), josé ignacio international film festival (1), tromsø international film festival (1), borderlines film festival (1), kosmorama trondheim international film festival (1)"
Living,"internet (2), sundance film festival (1), venice film festival (1), telluride film festival (1), toronto international film festival (1), donostia-san sebastián international film festival (1), zurich film festival (1), rio de janeiro international film festival (1), hamptons international film festival (1), cinelibri international book&movie festival (1), paris (1), premiere (2), bfi london film festival (1), middleburg film festival (1), film festival ghent (1), vienna international film festival (1), closing film (1), tokyo international film festival (1), opening film (1), leeds international film festival (1), leiden international film festival (1), blank (18), mar del plata film festival (1), afi fest (1), thessaloniki international film festival (1), ljubljana international film festival (1), miami film festival gems (1), lisbon & sintra film festival (1), stockholm international film festival (1), st. louis international film festival (1), camerimage international film festival (1), mérida film festival (1), red sea international film festival (1), los angeles, california (1), new york city, new york (1), limited (3), alicante (1), tromsø international film festival (1), vilnius international film festival (1)"
Black Panther: Wakanda Forever,"blank (45), limited (2), internet (2)"
The Fabelmans,"toronto international film festival (1), grand lyon film festival (1), rome film festival (1), opening film (2), thessaloniki international film festival (1), afi fest (1), miami film festival (1), moma - the contenders (1), closing night film (1), miami film festival gems (1), limited (2), tallinn black nights film festival (1), cairo international film festival (1), lisbon & sintra film festival (1), blank (50), barcelona - academia de cine (1), closing film (1), tromsø international film festival (1), ostend film festival (1), berlin international film festival (1), kosmorama trondheim international film festival (1), screenwave international film festival (1), internet (1)"
She Said,"new york film festival (1), premiere (1), bfi london film festival (1), heartland international film festival (1), middleburg film festival (1), hamptons international film festival (1), mill valley film festival (1), bergen international film festival (1), san diego italian film festival (1), montclair film festival (1), brisbane film festival (1), afi fest (1), miami film festival gems (1), virginia film festival (1), denver international film festival (1), belfast film festival (1), st. louis international film festival (1), stockholm international film festival (1), coronado island film festival (1), hawai'i international film festival (1), ljubljana international film festival (1), blank (39), qcinema international film festival (1), cork international film festival (1), torino film festival (1), internet (1), vancouver international women in film festival (1), tv release (1), tv premiere (1)"
The Menu,"toronto international film festival (1), fantastic fest (1), zurich film festival (1), athens international film and video festival (1), rio de janeiro international film festival (1), busan international film festival (1), rome film festival (1), la roche-sur-yon international film festival (1), bergen international film festival (1), tokyo international film festival (1), imagine fantastic film festival (1), vienna international film festival (1), leiden international film festival (1), taipei golden horse film festival (1), mar del plata film festival (1), cork international film festival (1), filmbath festival (1), early access (1), blank (44), stockholm international film festival (1), dolby cinema (1), internet (3), tv release (1), digital (1), blu-ray and dvd (1), tv premiere (1)"
Bones and All,"venice film festival (1), telluride film festival (1), zurich film festival (1), fantastic fest (1), bfi london film festival (1), bergen international film festival (1), vienna international film festival (1), brisbane film festival (1), são paulo international film festival (1), leiden international film festival (1), afi fest (1), taipei golden horse film festival (1), american film festival (1), stockholm international film festival (1), blank (34), qcinema international film festival (1), limited (1), internet (2), moma - the contenders (1)"
Glass Onion: A Knives Out Mystery,"toronto international film festival (1), mill valley film festival (1), middleburg film festival (1), bfi london film festival (1), hamptons international film festival (1), closing night (1), newport beach film festival (1), opening night (1), montclair film festival (1), philadelphia international film festival (1), virginia film festival (1), opening night film (1), miami film festival gems (1), key west film festival (1), moma - the contenders (1), blank (3), limited (2), internet (30)"
Strange World,"cork international film festival (1), blank (55), internet (4)"
White Noise,"venice film festival (1), new york film festival (1), bfi london film festival (1), busan international film festival (1), middleburg film festival (2), opening film (1), newport beach international film festival (1), film fest 919 chapel hill nc film festival (1), philadelphia international film festival (1), tokyo international film festival (1), montclair film festival (1), miami film festival gems (1), lisbon & sintra film festival (1), camerimage international film festival (1), limited (13), blank (5), moma - the contenders (1), internet (27)"
Violent Night,"advance screening (1), blank (45), internet (3), tv release (1)"
Puss in Boots: The Last Wish,"early access (1), blank (68), french speaking region (1), italian speaking region (1), red sea international film festival (1), guadalajara (1), premiere (2), new york city (1), german speaking region (1), internet (1)"
The Whale,"venice film festival (1), toronto international film festival (1), hamptons international film festival (1), bfi london film festival (1), mill valley film festival (1), middleburg film festival (1), heartland film festival (1), montclair film festival (1), vienna international film festival (1), miami film festival gems (1), los cabos international film festival (1), thessaloniki international film festival (1), geneva international film festival (1), denver international film festival (1), ljubljana international film festival (1), lisbon & sintra film festival (1), festival of auteur film (1), limited (3), moma - the contenders (1), blank (37), internet (1), tromsø international film festival (1), barcelona (1), premiere (1), göteborg film festival (1), ostend film festival (1), dvd premiere (2), blu-ray (1)"
Avatar: The Way of Water,"london (1), premiere (4), beijing (1), shanghai (1), los angeles, california (1), blank (111), digital (1), internet (1), re-release (3), imax (1), limited (1)"
Babylon,"los angeles, california (1), premiere (2), blank (51), paris (1), internet (2), re-release (1)"
Women Talking,"telluride film festival (1), toronto international film festival (1), fin atlantic international film festival (1), new york film festival (1), hamptons international film festival (1), bfi london film festival (1), heartland international film festival (1), middleburg film festival (1), vienna international film festival (1), santa fe international film festival (1), twin cities film fest (1), montclair film festival (1), hawai'i international film festival (1), afi fest (1), miami film festival gems (1), coronado island film festival (1), st. louis international film festival (1), limited (4), madrid - academia de cine (1), subtitled version (1), premiere (1), blank (30), blu-ray release (1), dvd premiere (2), tromsø international film festival (1), filmfestival oostende (1), göteborg film festival (1), kosmorama trondheim international film festival (1), bali international film festival (1), blu-ray premiere (1), internet (2), tv (1)"
A Man Called Otto,"blank (44), limited (2), dvd premiere (1), ostend film festival (1), tv premiere (1)"
M3GAN,"los angeles (1), premiere (1), blank (78), vod (1), internet (3), blu-ray and dvd (1), 4k uhd (1), tv release (1), re-release (1), limited (1)"
Operation Fortune: Ruse de Guerre,"madrid (1), premiere (1), internet (7), blank (47), tv release (1)"
Thunivu,"limited (1), blank (10), internet (3)"
Plane,"blank (44), internet (1), tv release (1), limited (1), tv premiere (1)"
Missing,"blank (47), limited (2), internet (4)"
Pathaan,"blank (31), limited (4), internet (3), taipei golden horse fantastic film festival (1), tv release (1)"
Winnie the Pooh: Blood and Honey,"mexico city (1), premiere (1), blank (42), limited (2), frightfest glasgow (1), night visions international film festival (1), internet (3), dvd premiere (1), dvd and blu-ray premiere (1), sitges film festival (1), blu-ray (1), dvd (1)"
Infinity Pool,"sundance film festival (1), internet (2), blank (11), berlin international film festival (1), kosmorama trondheim international film festival (1), opening film (1), night visions international film festival (1), istanbul film festival (1), limited (1), karlovy vary international film festival (1), taipei golden horse film festival (1)"
Knock at the Cabin,"madrid (1), fan event (1), premiere (1), gérardmer international fantastic film festival (1), blank (43), dvd premiere (3), vod (1), internet (1), dvd and blu-ray premiere (1), tv release (1), tv premiere (1)"
BlackBerry,"berlin international film festival (1), dublin film festival (1), glasgow film festival (1), south by southwest film festival (1), minneapolis st. paul international film festival (1), pff springfest (1), riverrun international film festival (1), san francisco international film festival (1), florida film festival (1), seattle international film festival (1), san luis obispo film festival (1), blank (16), limited (2), dvd release (1), oakville festivals of film and art (1), melbourne international film festival (1), australian premiere (1), rio de janeiro international film festival (1), vienna film festival (1), internet (6), tv release (1), jeonju international film festival (1)"
Ant-Man and the Wasp: Quantumania,"blank (52), internet (3)"
Cocaine Bear,"blank (57), digital (1), internet (1), blu-ray and dvd (1), 4k uhd (1), tv release (1)"
Creed III,"blank (45), dvd premiere (1), internet (1), tv premiere (1)"
65,blank (63)
Scream VI,"new york city (1), premiere (1), blank (44), fan event (1), limited (1), night visions international film festival (1), vod (1), internet (2), dvd,4k uhd,blu-ray (1), tv release (1)"
Shazam! Fury of the Gods,"blank (48), internet (2), dolby cinema (1), imax (1), digital (1), dvd,4k uhd,blu-ray (1)"
John Wick: Chapter 4,"limited (1), south by southwest film festival (1), blank (65), fribourg international film festival (1), vod (1), internet (2), dvd,4k uhd,blu-ray (1), tv release (1)"
Dungeons & Dragons: Honor Among Thieves,"opening film (1), south by southwest film festival (1), premiere (1), limited (2), blank (44), early access (1), fan event (1), internet (4), dvd,4k uhd,blu-ray (1), dvd premiere (1), tv premiere (1)"
"Are You There God? It's Me, Margaret.","san francisco international film festival (1), blank (6), vod (1), internet (6), blu-ray and dvd (1), new zealand international film festival (1), limited (1), tv release (1), leiden international film festival (1), stockholm international film festival (1), taipei golden horse film festival (1)"
The Pope's Exorcist,"blank (42), tv premiere (1)"
The Super Mario Bros. Movie,"los angeles, california (1), premiere (1), blank (84), internet (2), re-release (1), limited (1)"
Renfield,"overlook film festival (1), closing film (1), phoenix film festival (1), blank (49), brussels international fantastic film festival (1), vod (1), blu-ray and dvd (1), internet (2), tv release (1), 4k uhd (1)"
Evil Dead Rise,"south by southwest film festival (1), night visions international film festival (1), blank (38), fantasy filmfest (1), internet (2), blu ray release (1)"
Beau Is Afraid,"special screening (2), new york city (1), prague (1), closing film (1), golden horse fantastic film festival (1), blank (40), bcn film fest (1), blu-ray release (1), internet (2), limited (1), jueves críticos con santas listas (1)"
Nefarious,"plano, texas (1), premiere (1), internet (3), blank (13), blu-ray & dvd premiere (1)"
Guy Ritchie's The Covenant,"blank (26), internet (13), blu-ray release (1)"
Guardians of the Galaxy Vol. 3,"seoul, korea (1), premiere (2), disneyland paris (1), blank (64), internet (4), re-release (1)"
Fast X,"rome (1), premiere (1), blank (52), dolby cinema (1), imax (1), digital (1), dvd,4k uhd,blu-ray (1), internet (1), tv release (1), tv premiere (1)"
The Little Mermaid,"los angeles, california (1), premiere (2), são paulo (1), blank (71), sing-along version (1), internet (1)"
Spider-Man: Across the Spider-Verse,"blank (133), french speaking region (1), german speaking region (1), italian speaking region (1), internet (2), dvd,4k uhd,blu-ray (1), moma - the contenders (1), re-release (3), limited (2), tv release (1)"
The Boogeyman,"blank (41), early access (1), internet (1)"
Transformers: Rise of the Beasts,"singapore (1), global premiere (1), blank (53), early access (1), imax 3d (1), dolby cinema (1), imax (1), digital (1), internet (2), dvd,4k uhd,blu-ray (1), dvd premiere (1), re-release (1), tv premiere (1)"
The Flash,"blank (49), internet (2)"
Elemental,"cannes film festival (1), premiere (1), blank (90), nantucket film festival (1), re-release (2)"
No Hard Feelings,"internet (6), blank (48)"
Adipurush,"blank (10), internet (6), limited (2), santa cruz de tenerife (1), english subtitled version (1)"
Indiana Jones and the Dial of Destiny,"cannes film festival (1), premiere (4), hollywood, california (1), sydney film festival (1), taormina film fest (1), blank (54), internet (1)"
Sound of Freedom,"miami, florida (1), premiere (5), blank (64), madrid (3), subtitled version (3), technical premiere (2), valencia (1), barcelona (2), zaragoza (1), internet (2), dvd and blu-ray premiere (1), tvod (1), limited (1), las vegas presentation (1)"
A Haunting in Venice,"blank (90), french speaking region (1), german speaking region (1)"
Dumb Money,"toronto international film festival (1), limited (2), blank (37), calgary international film festival (1), zurich film festival (1), são paulo international film festival (1)"
Expend4bles,"beijing (1), premiere (2), blank (47), miami, florida (1), vod (1), dvd,4k uhd,blu-ray (1), tv release (1), internet (1)"
Saw X,"blank (72), barcelona (1), 4dx (1), premiere (1), vod/digital platforms (1), dvd & blu-ray (1), tv release (1)"
The Creator,"madrid (1), barcelona (1), imax (1), premiere (4), ivry-sur-seine (1), bfi imax (1), beyond fest (1), fantastic fest (1), blank (84), french speaking region (1), german and italian speaking region (1), internet (1)"
Freelance,"blank (28), internet (6)"
The Promised Land,"venice film festival (1), telluride film festival (1), toronto international film festival (1), calgary international film festival (1), vancouver international film festival (1), blank (26), hamptons international film festival (1), chicago international film festival (1), philadelphia film festival (1), montclair film festival (1), afi fest (1), denver film festival (1), tromsø international film festival (1), ekenäs film fest (1), göteborg film festival (1), limited (1), hong kong international film festival (1), international film festival of uruguay (1), golden horse fantastic film festival (1), shanghai international film festival (1), jerusalem film festival (1)"
Trolls Band Together,"blank (52), french speaking region (1), fan event (1), vod (1), dvd,4k uhd,blu-ray (1), internet (1)"
Leo,"blank (13), limited (1), unknown (2), uncut version (1), internet (4)"
Five Nights at Freddy's,"blank (111), german speaking region (1), internet (2), preview (1), french speaking region (1), vod (1), dvd,4k uhd,blu-ray (1), re-release (1), tv release (1)"
Priscilla,"venice film festival (1), zurich film festival (1), new york film festival (1), bfi london film festival (1), mill valley film festival (1), filmekimi (1), rio de janeiro international film festival (1), kyiv critics' week (1), middleburg film festival (1), leiden international film festival (1), scad savannah film festival (1), limited (4), blank (38), american film festival (1), stockholm international film festival (1), moma - the contenders (1), astor theatre, melbourne (1), premiere (1), internet (2), hong kong international film festival (1), opening film (1), marie claire film festival (1), international film festival mannheim-heidelberg (1)"
The Holdovers,"telluride film festival (1), toronto international film festival (1), busan international film festival (1), bfi london film festival (1), grand lyon film festival (1), heartland international film festival (1), kcrw screening at vidiots (1), premiere (2), san diego international film festival (1), chicago international film festival (1), philadelphia film festival (1), montclair film festival (1), scad savannah film festival (1), limited (7), early access (1), thessaloniki international film festival (1), american film festival (1), blank (36), stockholm international film festival (1), vod (1), torino film festival (1), academia de cine (1), madrid (1), moma - the contenders (1), internet (1), blu-ray and dvd (1), closing film (1), tromsø international film festival (1), re-release (1), belgrade international film festival (1), 4k uhd (1), tv release (1)"
Godzilla Minus One,"tokyo international film festival (1), premiere (1), blank (32), limited (10), copenhagen (1), dvd and blu-ray premiere (1), zaragoza (1), subtitled version (4), early release (1), barcelona (1), event release (1), barcelona- phenomena (1), internet (7), black and white version (4), japanese film festival (2), re-release (1), dvd & blu-ray (1)"
The Marvels,"blank (52), shanghai (1), premiere (1), internet (2)"
Dream Scenario,"toronto international film festival (1), fantastic fest (1), zurich film festival (1), film festival ghent (1), chicago international film festival (1), sitges international fantastic film festival (1), filmekimi (1), montclair film festival (1), philadelphia film festival (1), scad savannah film festival (1), san diego international film festival (1), leiden international film festival (1), indie memphis film festival (1), mumbai international film festival (1), american film festival (1), denver film festival (1), blank (36), limited (2), stockholm international film festival (1), italian speaking region (1), night visions festival (1), french speaking region (1), tromsø international film festival (1), fantasy filmfest white nights (1), german speaking region (1), alicante (1), premiere (2), luxembourg city film festival (1), internet (1)"
Tiger 3,"blank (15), limited (1), internet (2)"
Wish,"hollywood, los angeles, usa (1), premiere (2), shanghai (1), blank (62), cis (1), french speaking region (1), internet (3), moma - the contenders (1)"
The Hunger Games: The Ballad of Songbirds & Snakes,"lucca comics & games (1), premiere (2), bfi imax waterloo (1), blank (50)"
May December,"cannes film festival (1), sydney film festival (1), new zealand international film festival (1), deauville american film festival (1), new york film festival (1), el gouna film festival (1), reykjavik international film festival (1), zurich film festival (1), bfi london film festival (1), hamptons international film festival (1), rio de janeiro international film festival (1), mill valley film festival (1), filmekimi (1), newport beach film festival (1), chicago international film festival (1), adelaide film festival (1), filmcolumbia film festival (1), montclair film festival (1), middleburg film festival (1), scad savannah film festival (1), leiden international film festival (1), indie memphis film festival (1), moma - the contenders (1), blank (29), limited (2), academia de cine (1), madrid (1), premiere (1), internet (9), capri hollywood film festival (1), tromsø international film festival (1), göteborg film festival (1), limited release (1), shanghai international film festival (1)"
Next Goal Wins,"toronto international film festival (1), leiden international film festival (1), mar del plata film festival (1), american film festival (1), blank (38), limited (1), internet (1)"
Saltburn,"telluride film festival (1), world premiere (1), fantastic fest (1), opening night film (1), bfi london film festival (1), beyond fest (1), zurich film festival (1), mill valley film festival (1), chicago international film festival (1), middleburg film festival (1), scad savannah film festival (1), adelaide film festival (1), austin film festival (1), philadelphia film festival (1), brisbane international film festival (1), stockholm international film festival (1), los angeles premiere (1), blank (5), limited (1), academia de cine (1), madrid (1), internet (15)"
Thanksgiving,"mórbido film fest (1), premiere (1), blank (38), comic con experience (1), internet (1), red lorry film festival (1)"
Animal,"limited (2), blank (9), internet (2)"
Eileen,"sundance film festival (1), woodstock film festival (1), nashville film festival (1), zurich film festival (1), bfi london film festival (1), new hampshire film festival (1), middleburg film festival (1), philadelphia film festival (1), scad savannah film festival (1), virginia film festival (1), montclair film festival (1), american film festival (1), thessaloniki international film festival (1), stockholm international film festival (1), blank (5), limited (3), internet (5)"
Migration,"view conference (1), premiere (2), blank (46), french speaking region (1), limited (1), guadalajara (1), internet (1)"
Robot Dreams,"cannes film festival (1), annecy international animation film festival (1), new zealand international film festival (1), octopus film festival (1), sarajevo film festival (1), fantasy filmfest (1), toronto international film festival (1), movie movie anifest (1), oldenburg international film festival (1), cinéfest sudbury international film festival (1), charlotte film festival (1), sitges film festival (1), bfi london film festival (1), vienna international film festival (1), opening film (1), bucheon international animation festival (1), chicago international film festival (1), mostra - são paulo international film festival (1), middleburg film festival (1), scad savannah film festival (1), leiden international film festival (1), indie memphis film festival (1), montclair film festival (1), philadelphia film festival (1), mar del plata film festival (1), denver film festival (1), anomaly film festival (1), taipei golden horse film festival (1), international film festival mannheim-heidelberg (1), seville european film festival (2), torino film festival (1), blank (30), tromsø international film festival (1), limited (6), göteborg film festival (1), green mountain film festival (1), night visions international film festival (1), framed animation film festival (1), jakarta world cinema (1), re-release (1)"
Wonka,"london (1), premiere (1), blank (50), tilburg (1), lucia movie night (1), internet (2)"
Poor Things,"venice film festival (1), telluride film festival (1), cinefest miskolc international film festival (1), helsinki international film festival (1), zurich film festival (1), hamburg film festival (1), new york film festival (1), cinelibri international book&movie festival (1), rio de janeiro international film festival (1), reykjavik international film festival (1), busan international film festival (1), sitges film festival (1), bfi london film festival (1), filmbath film festival (1), bergen international film festival (1), filmekimi (1), scad savannah film festival (1), cambridge film festival (1), leiden international film festival (1), tokyo international film festival (1), mar del plata film festival (1), stockholm international film festival (1), leffest - lisboa film festival (1), taipei golden horse film festival (1), qcinema international film festival (1), barcelona (2), premiere (3), subtitled version (1), singapore international film festival (1), moma - the contenders (1), early access (1), limited (5), blank (41), at dendy newtown & canberra and at ritz cinemas (1), greek film archive (1), internet (4), blu-ray release (1), dvd release (1), red lorry film festival (1), dvd premiere (1), tv premiere (1)"
Ferrari,"venice film festival (1), bfi london film festival, surprise film (1), closing film (1), new york film festival (1), leiden international film festival (1), mostra - são paulo international film festival (1), london nft1 (1), premiere (1), blank (40), internet (6), dvd and blu-ray premiere (1)"
Aquaman and the Lost Kingdom,"blank (65), internet (1)"
Anyone But You,"new york city, new york (1), premiere (1), blank (39), internet (1)"
Dunki,"blank (14), limited (2), internet (2), golden horse fantastic film festival (1)"
Salaar: Part 1 - Ceasefire,"limited (2), blank (11), barcelona (1), english subtitled version (2), valencia (1), internet (1), re-release (1)"
The Iron Claw,"dallas, texas (1), premiere (2), blank (33), limited (1), internet (3), madrid (1), subtitled version (1), technical premiere (1), barcelona (1)"
All of Us Strangers,"telluride film festival (1), new york film festival (1), beyond fest (1), bfi london film festival (1), athens international film festival (1), rio de janeiro international film festival (1), filmekimi (1), chicago international film festival (1), middleburg film festival (1), sva theatre, new york lgbtq+ film festival (1), valladolid international film festival (1), leiden international film festival (1), scad savannah film festival (1), virginia film festival (1), afi fest (2), montclair film festival (1), filmbath film festival (1), austin film festival (1), denver film festival (1), stockholm international film festival (1), taipei golden horse film festival (1), international film festival mannheim-heidelberg (1), qcinema international film festival (1), st. louis international film festival (1), paris chéries chéris film festival (1), moma - the contenders (1), singapore international film festival (1), blank (21), capri hollywood film festival (1), limited (3), tromsø international film festival (1), fest - belgrade international film festival (1), internet (2), bfi flare london lgbtqia+ film festival (1), indielisboa international film festival (1)"
The Color Purple,"scad savannah film festival (1), london (1), premiere (1), blank (28), french speaking region (1), limited (2), italian speaking region (1), german speaking region (1), internet (2), 4k uhd (1), dvd and blu-ray premiere (2), dvd premiere (1)"
Night Swim,"blank (39), los angeles, california (1), premiere (1), limited (1), internet (2), blu-ray and dvd (1), tv release (1)"
The Beekeeper,"early access (1), blank (49), limited (1), internet (3), dvd (1)"
Kinds of Kindness,"cannes film festival (1), blank (33), indielisboa international film festival (1), premiere (1), sydney film festival (1), surprise film (1), sundance film festival: london (1), early access (1), dolby cinema (1), limited (3), brussels international film festival (1), mediterrane film festival (1), karlovy vary international film festival (1), filmfest münchen (1), two riversides film and art festival (1), internet (3), vod (1), blu-ray and dvd (1), taipei golden horse film festival (1)"
Bad Boys: Ride or Die,"dubai (1), premiere (3), berlin (1), los angeles, california (1), blank (46), internet (1), limited (2), re-release (1), screenx version (1)"
The Watchers,"new york city (1), premiere (1), blank (39), pvod (1), limited (1), 4k uhd (1), blu-ray (1), dvd (1), internet (1)"
Inside Out 2,"los angeles, ca (1), premiere (3), blank (67), shanghai (1), spain (1), vod (1), dvd,4k uhd,blu-ray (1), internet (2)"
The Bikeriders,"telluride film festival (1), bfi london film festival (1), mill valley film festival (1), filmbath film festival (1), chicago international film festival (1), scad savannah film festival (1), afi fest (2), austin film festival (1), sydney film festival (1), blank (38), limited (3), karlovy vary international film festival (1), vod (1), internet (1), dvd,4k uhd,blu-ray (1), baltic pearl film festival (1), tv release (1)"
Despicable Me 4,"sydney film festival (1), tribeca film festival (1), blank (54), imax (1), digital (1), dvd,4k uhd,blu-ray (1), internet (1)"
A Quiet Place: Day One,"blank (50), tribeca film festival (1), fan event (1), dolby cinema (1), imax (1), vod (1), internet (1), dvd,4k uhd,blu-ray (1)"
